Voxel size (nm): 
20	0

Voxel X		Voxel Y		Voxel Z		Dose (eV)    Dose (Gy)
-1  811  -1  0.389424  7.78848
-1  811  0  0.3798  7.596
0  811  -1  18.1751  363.503
0  811  0  33.4467  668.935
-1  814  0  16.6001  332.002
0  815  0  41.3677  827.353
0  818  0  12.6473  252.945
0  820  -1  47.4376  948.751
-1  821  -1  15.3869  307.738
-1  824  0  8.46188  169.238
0  824  -1  16.2008  324.016
0  824  0  25.7729  515.458
-1  825  -1  15.4464  308.928
-1  827  0  16.2135  324.27
0  827  0  32.0611  641.222
-1  829  0  20.5343  410.686
0  831  -1  12.9409  258.817
-1  833  -1  73.003  1460.06
0  833  -1  133.386  2667.73
0  833  0  28.0376  560.752
-1  834  0  22.0836  441.672
0  834  -1  25.7314  514.628
0  835  0  32.7114  654.228
-1  836  0  18.0295  360.59
-1  837  -1  11.9622  239.243
0  837  -1  8.76  175.2
0  837  0  11.2644  225.287
0  838  -1  12.1  242
0  838  0  34.3577  687.153
-1  841  -1  11.0532  221.064
-1  844  -1  28.6431  572.862
-1  844  0  7.98914  159.783
-1  845  -1  17.0878  341.756
0  846  -1  22.2513  445.027
0  846  0  24.1082  482.163
-1  848  0  6.99879  139.976
0  848  -1  16.8  336
0  848  0  9.2732  185.464
-1  849  0  1.59277  31.8553
-1  850  -1  16.5039  330.078
-1  850  0  12.9687  259.374
0  850  0  28.0994  561.988
-1  854  -1  9.19698  183.94
0  854  -1  11.2426  224.851
-1  855  0  23.8717  477.433
-1  858  -1  38.9239  778.478
-1  859  -1  0.0690113  1.38023
0  859  -1  19.2244  384.488
0  859  0  11.8873  237.746
-1  860  -1  7.0833  141.666
-1  860  0  31.4932  629.864
-1  861  -1  24.1179  482.359
-1  865  -1  18.3225  366.449
-1  866  0  25.3751  507.501
0  866  -1  15.434  308.681
0  867  -1  18.8837  377.674
-1  868  -1  18.0551  361.102
-1  873  -1  17.8566  357.132
-1  876  0  0.361953  7.23907
0  876  0  6.90204  138.041
-1  877  -1  12.7003  254.006
0  877  -1  15.5577  311.155
0  877  0  47.1821  943.643
-1  878  -1  9.80386  196.077
-1  879  0  17.8628  357.256
0  879  -1  12.4479  248.958
0  881  0  17.489  349.78
-1  882  -1  13.4298  268.595
-1  882  0  12.8238  256.475
-1  884  0  10.7113  214.226
-1  885  -1  2.8489  56.978
0  885  -1  42.2725  845.45
0  886  -1  12.1077  242.155
-1  887  0  19.3811  387.621
0  887  0  14.8083  296.166
-1  890  -1  0.176232  3.52464
-1  890  0  39.3209  786.418
0  890  0  16.8  336
0  891  -1  70.2914  1405.83
0  891  0  124.613  2492.26
-1  893  -1  79.2336  1584.67
-1  893  0  46.0716  921.432
0  893  0  12.1  242
-1  896  -1  17.2614  345.228
-1  897  -1  9.49825  189.965
0  897  -1  14.5057  290.115
-1  898  0  84.4149  1688.3
-1  899  -1  187.282  3745.64
-1  899  0  300.388  6007.76
0  899  -1  91.5276  1830.55
0  899  0  79.0616  1581.23
0  900  -1  1.04464  20.8929
0  900  0  19.3492  386.985
14  900  0  8.76  175.2
15  900  -1  58.8143  1176.29
15  900  0  134.051  2681.01
16  900  -1  564.723  11294.5
16  900  0  14.3935  287.87
-1  901  -1  12.6054  252.108
0  901  -1  28.2406  564.812
0  901  0  146.088  2921.76
1  901  0  166.29  3325.8
2  901  -1  21.3944  427.887
2  901  0  148.668  2973.36
3  901  0  17.3886  347.771
14  901  0  165.33  3306.61
14  901  1  9.1721  183.442
15  901  -1  0.956617  19.1323
15  901  0  712.163  14243.3
16  901  -1  8.37314  167.463
16  901  0  0.416807  8.33613
-1  902  0  11.6716  233.433
3  902  0  56.3231  1126.46
4  902  0  33.1463  662.926
5  902  0  45.554  911.08
6  902  0  9.04719  180.944
13  902  0  47.3119  946.237
14  902  0  224.543  4490.86
5  903  0  36.3527  727.054
6  903  0  127.098  2541.95
7  903  0  15.8173  316.346
8  903  0  17.4194  348.387
8  903  1  10.0673  201.346
11  903  1  59.1428  1182.86
12  903  1  9.21887  184.377
13  903  0  12.3443  246.886
13  903  1  12.4075  248.15
8  904  0  13.1221  262.442
8  904  1  9.43036  188.607
9  904  0  18.7381  374.762
9  904  1  54.0846  1081.69
10  904  0  13.8658  277.315
10  904  1  34.4814  689.629
11  904  1  28.1432  562.863
-1  906  0  32.2925  645.851
-1  907  -1  21.8076  436.152
-1  908  -1  0.37706  7.54121
0  908  -1  13.1404  262.808
0  908  0  13.6903  273.807
0  909  -1  8.77  175.4
0  909  0  6.93722  138.744
-1  912  -1  8.95254  179.051
1  912  -1  9.37186  187.437
-1  913  -1  12.2208  244.415
0  913  -1  14.0644  281.287
0  913  0  19.4418  388.835
-1  915  0  9.68088  193.618
-1  920  0  33.6276  672.552
0  922  0  8.99832  179.966
0  923  -1  1.16333  23.2666
0  923  0  19.3958  387.917
-1  924  -1  17.3337  346.674
-1  924  0  30.0596  601.192
0  924  0  17.52  350.4
-1  928  0  0.0731788  1.46358
0  928  -1  38.6999  773.999
0  928  0  16.8  336
0  929  0  13.7348  274.696
-1  931  -1  8.19378  163.876
0  931  -1  12.3861  247.723
0  932  -1  17.9962  359.923
-1  934  -1  51.1033  1022.07
-1  935  -1  15.0878  301.755
-1  935  0  12.1  242
-1  936  0  9.29894  185.979
-1  937  0  10.7965  215.931
-1  939  -1  50.6632  1013.26
-1  939  0  26.9624  539.248
0  939  0  32.2  644
0  941  -1  14.9358  298.716
0  942  -1  21.8137  436.273
-1  944  -1  13.2691  265.382
0  945  -2  11.7724  235.449
-1  947  -1  10.8383  216.767
-1  949  0  9.4994  189.988
-1  950  0  11.0037  220.073
0  951  -1  8.76  175.2
0  951  0  12.2141  244.282
-1  952  0  14.7251  294.502
0  952  -1  34.6881  693.761
0  952  0  42.8192  856.384
0  955  0  8.91834  178.367
0  957  -1  9.66006  193.201
0  960  -1  9.64006  192.801
0  960  0  14.8265  296.531
-1  961  0  15.8745  317.489
0  961  0  44.5661  891.322
-1  964  0  20.6848  413.695
0  965  -1  15.3721  307.442
-1  967  -1  12.5255  250.511
-1  968  0  17.7038  354.075
0  968  -1  54.7695  1095.39
0  968  0  12.1  242
-1  969  0  17.3342  346.684
0  969  -1  14.0119  280.238
-1  971  -1  38.4194  768.388
-1  971  0  17.5302  350.604
0  971  -1  43.5169  870.339
0  971  0  37.02  740.4
-1  972  -1  45.6041  912.081
-1  972  0  22.6456  452.911
0  972  -1  222.131  4442.61
0  972  0  0.107047  2.14093
-1  974  -1  21.6414  432.827
-1  974  0  26.1996  523.991
0  974  -1  12.2551  245.102
0  974  0  8.7764  175.528
-1  975  0  22.5067  450.134
0  975  0  0.700149  14.003
0  976  -1  9.22476  184.495
-1  977  -1  2.67349  53.4698
-1  977  0  0.323825  6.4765
0  977  -1  7.89294  157.859
0  977  0  29.5652  591.304
0  979  -1  38.8663  777.325
-1  981  -1  16.8  336
-1  981  0  14.6065  292.13
0  981  -1  0.113735  2.27469
0  981  0  11.0532  221.063
-1  983  -1  9.08831  181.766
0  983  -1  14.3916  287.833
0  983  0  33.3849  667.699
1  985  1  9.47566  189.513
-1  987  -1  10.3041  206.082
-1  988  -1  89.0969  1781.94
-1  988  0  90.7739  1815.48
0  988  0  106.618  2132.35
1  990  -1  10.8251  216.501
0  995  -1  18.7874  375.748
0  996  -1  17.5315  350.631
0  998  -1  13.355  267.1
0  998  0  28.3354  566.708
-1  1003  0  21.7208  434.416
0  1003  -1  19.6161  392.322
0  1003  0  0.155012  3.10025
-1  1005  0  35.2117  704.235
-1  1005  1  7.47294  149.459
0  1005  0  61.3021  1226.04
0  1005  1  62.8036  1256.07
1  1005  2  3.8306  76.612
-1  1006  -1  0.578104  11.5621
-1  1006  0  8.76  175.2
0  1006  0  11.2228  224.455
0  1006  2  64.6626  1293.25
1  1006  1  0.0619447  1.23889
1  1006  2  84.9542  1699.08
1  1006  3  109.332  2186.65
2  1006  3  252.061  5041.22
2  1006  4  83.3293  1666.59
3  1006  4  119.679  2393.58
3  1006  5  33.0071  660.142
4  1006  5  123.832  2476.64
-1  1007  0  12.3566  247.131
-1  1007  1  7.87432  157.486
0  1007  1  262.132  5242.65
3  1007  5  8.70007  174.001
-1  1008  0  1.26483  25.2967
-1  1008  1  127.002  2540.03
0  1008  -1  15.2656  305.313
0  1008  0  42.7562  855.125
0  1008  1  85.142  1702.84
-1  1009  -1  0.339658  6.79317
-1  1009  0  8.76  175.2
0  1009  -1  10.3081  206.163
0  1009  0  26.2563  525.125
0  1009  1  8.08158  161.632
1  1009  1  75.8158  1516.32
1  1009  2  92.8935  1857.87
1  1010  2  122.044  2440.87
2  1010  2  0.204395  4.08791
-1  1011  -1  23.009  460.179
-1  1011  0  23.373  467.459
0  1011  -1  25.3674  507.349
1  1011  2  175.397  3507.95
2  1011  2  51.9788  1039.58
5  1011  0  456.332  9126.64
5  1011  1  102.411  2048.21
-1  1012  -1  18.0504  361.008
0  1012  0  12.1  242
1  1012  2  0.396606  7.93212
1  1012  3  8.54894  170.979
2  1012  2  20.9374  418.747
2  1012  3  91.9165  1838.33
3  1012  3  69.1279  1382.56
4  1012  1  16.992  339.839
4  1012  2  95.8442  1916.88
4  1012  3  490.123  9802.45
5  1012  1  351.01  7020.2
5  1012  2  38.1884  763.768
-1  1013  0  23.5187  470.374
0  1013  0  16.7197  334.394
3  1013  3  151.066  3021.31
4  1013  2  6.9162  138.324
4  1013  3  199.425  3988.5
-1  1017  0  20.3238  406.477
0  1017  -1  13.9833  279.667
-1  1018  -1  8.76  175.2
-1  1018  0  17.6422  352.844
0  1018  -1  13.9995  279.99
-1  1020  -1  12.1508  243.016
-1  1022  -1  12.1  242
0  1022  -1  34.9162  698.324
-1  1023  -1  8.77  175.4
-1  1023  0  23.612  472.241
-1  1024  0  43.7834  875.667
0  1024  0  8.76  175.2
0  1025  -1  25.2355  504.709
-1  1030  -1  14.6663  293.327
-1  1030  0  19.5097  390.195
0  1031  -1  9.39617  187.923
-1  1033  0  13.8791  277.583
0  1033  0  16.8043  336.087
-1  1035  -1  93.9253  1878.51
-1  1035  0  25.2437  504.874
-1  1036  -1  80.597  1611.94
-1  1036  0  29.1072  582.144
0  1036  0  16.8  336
0  1037  0  36.5888  731.777
0  1043  -1  11.9286  238.573
0  1044  -1  17.0917  341.834
-1  1045  -1  9.53466  190.693
0  1045  0  17.6855  353.711
0  1046  -1  20.9493  418.987
-1  1047  -1  21.3482  426.964
-1  1047  0  10.9076  218.152
0  1047  -1  56.4065  1128.13
0  1047  0  24.6998  493.997
-1  1051  -1  25.8461  516.922
0  1051  0  16.6219  332.438
-3  1053  0  9.26403  185.281
-1  1053  -1  10.8454  216.908
-1  1053  0  7.02676  140.535
0  1053  -1  0.500253  10.0051
0  1053  0  56.0316  1120.63
0  1054  -1  14.0726  281.451
0  1056  0  10.2826  205.652
-1  1061  -1  22.6524  453.048
0  1061  -1  9.01106  180.221
0  1062  0  12.1382  242.764
0  1063  -1  12.4866  249.732
0  1063  0  7.12122  142.424
-1  1067  -1  8.98693  179.739
0  1067  -1  38.8342  776.684
0  1067  0  8.99779  179.956
-1  1068  0  12.7322  254.644
-1  1073  -1  32.3895  647.789
-1  1073  0  6.80949  136.19
0  1073  -1  135.75  2714.99
0  1073  0  31.8576  637.151
-1  1074  -1  20.1456  402.913
0  1074  -1  1.41244  28.2488
0  1076  0  17.7205  354.41
-1  1077  0  45.449  908.979
0  1077  0  18.1584  363.167
-1  1081  -1  33.2131  664.262
0  1082  -1  28.7025  574.05
0  1082  0  24.9919  499.838
-1  1083  -1  0.305315  6.1063
0  1083  -1  31.2095  624.191
-1  1085  -1  18.5563  371.126
-1  1085  0  35.7928  715.855
0  1085  0  9.1243  182.486
-1  1087  -1  14.2957  285.913
-1  1089  0  17.4444  348.889
-1  1090  -1  9.92429  198.486
0  1090  -1  6.87966  137.593
-1  1091  -1  10.3765  207.531
-1  1091  0  7.58861  151.772
0  1091  -1  2.33925  46.7851
0  1091  0  32.959  659.181
-1  1092  -1  7.27214  145.443
-1  1092  0  11.5815  231.63
0  1092  0  55.2455  1104.91
-1  1093  0  29.5231  590.462
0  1093  -1  22.8326  456.653
0  1093  0  9.92582  198.516
-1  1095  0  13.6274  272.549
-1  1099  -1  51.953  1039.06
-1  1099  0  9.18272  183.654
0  1099  0  16.8  336
-1  1101  0  19.5  389.999
-1  1105  0  21.2186  424.372
-1  1111  0  8.76  175.2
0  1111  0  7.52835  150.567
-1  1112  0  10.5018  210.036
0  1112  0  23.0161  460.323
-1  1114  -1  9.10261  182.052
-1  1114  0  9.68858  193.772
0  1114  0  8.76  175.2
-1  1116  0  19.3308  386.615
0  1117  -1  20.208  404.161
-1  1118  -1  13.114  262.28
-1  1118  0  23.4065  468.13
-1  1119  -1  13.0047  260.095
0  1119  -1  14.5797  291.594
-1  1127  -1  0.328797  6.57594
-1  1127  0  41.8364  836.729
0  1127  0  16.8443  336.887
-1  1129  -1  16.902  338.041
0  1129  -1  0.622915  12.4583
0  1130  -1  9.28105  185.621
0  1133  -1  17.3356  346.712
-1  1135  0  11.8424  236.848
-1  1136  0  9.1869  183.738
-1  1137  -1  15.9361  318.723
-1  1142  -1  14.5687  291.373
-1  1142  0  96.4823  1929.65
0  1142  0  53.0218  1060.44
0  1143  0  57.2733  1145.47
-1  1144  0  29.6971  593.943
-1  1149  0  25.1781  503.562
0  1149  0  74.9261  1498.52
-1  1151  -1  18.9509  379.018
0  1152  0  48.0786  961.571
-1  1153  -1  13.6496  272.991
0  1153  -1  48.6633  973.266
0  1153  0  44.6023  892.045
-1  1155  0  24.5749  491.498
-1  1157  -1  51.291  1025.82
-1  1162  0  11.1318  222.635
0  1162  -1  22.629  452.58
0  1163  0  22.3639  447.278
0  1164  -1  184.852  3697.03
0  1164  0  71.957  1439.14
0  1165  -1  50.7271  1014.54
-1  1168  0  16.1257  322.514
0  1170  -1  17.4897  349.795
-2  1171  1  9.96832  199.366
-1  1172  -1  7.54199  150.84
-1  1172  0  0.136597  2.73194
0  1172  -1  0.505657  10.1131
0  1172  0  84.9689  1699.38
-1  1174  -1  16.8  336
-1  1174  0  32.012  640.241
0  1174  0  12.4144  248.289
0  1175  -1  13.3345  266.689
0  1175  0  33.3543  667.086
-1  1176  -1  18.2386  364.773
-1  1176  0  8.42088  168.418
0  1176  -1  43.627  872.541
0  1176  0  32.2  644
-1  1178  -1  28.8106  576.212
-1  1178  0  0.243311  4.86621
0  1178  -1  50.8293  1016.59
0  1178  0  8.76  175.2
-1  1179  0  9.22734  184.547
-1  1180  0  64.9555  1299.11
0  1180  -1  11.918  238.361
0  1180  0  19.7532  395.065
-1  1182  -1  16.0332  320.664
0  1182  -1  12.7066  254.132
-1  1187  -1  14.5533  291.067
-1  1188  -1  17.17  343.401
-1  1188  0  20.1367  402.733
0  1188  -1  33.7379  674.758
0  1188  0  19.1252  382.504
-1  1189  0  18.8323  376.646
-1  1190  -1  10.1792  203.583
0  1190  -1  32.86  657.199
0  1190  0  10.7969  215.938
-1  1191  -1  8.87294  177.459
-1  1191  0  0.424247  8.48494
0  1191  -1  15.018  300.36
0  1191  0  7.15842  143.168
0  1193  0  34.8868  697.736
-1  1194  0  10.7245  214.49
0  1195  0  14.8826  297.651
0  1197  0  9.75171  195.034
-1  1198  0  15.6681  313.361
-1  1199  0  12.7729  255.458
-1  1202  -1  21.5067  430.133
-1  1202  0  11.2623  225.246
-1  1206  0  0.384491  7.68982
-1  1207  -1  7.11646  142.329
-1  1207  0  24.23  484.601
0  1207  -1  1.34766  26.9532
-1  1211  -1  17.1897  343.793
0  1211  -1  8.89942  177.988
-1  1212  -1  17.4412  348.824
0  1212  -1  12.2207  244.414
-1  1214  -1  12.6226  252.453
0  1214  0  42.9251  858.502
-1  1215  -1  9.87693  197.539
-1  1215  0  1.51616  30.3231
0  1215  -1  30.3877  607.754
0  1215  0  28.8669  577.338
-1  1216  0  11.9552  239.103
0  1216  0  27.4932  549.864
-1  1217  0  33.9487  678.974
0  1218  -1  22.5856  451.713
0  1218  0  0.106809  2.13618
-1  1219  -1  18.5421  370.841
-1  1219  0  0.629563  12.5913
0  1219  -1  10.2078  204.156
0  1219  0  9.08288  181.658
-1  1220  -1  0.0766341  1.53268
-1  1220  0  0.172914  3.45829
0  1220  -1  0.630059  12.6012
0  1220  0  0.199318  3.98636
-1  1223  -1  26.9677  539.354
-1  1223  0  8.76  175.2
0  1223  -1  12.3143  246.285
0  1223  0  32.7779  655.559
-1  1225  -1  18.7566  375.132
-1  1225  0  7.33726  146.745
0  1225  -1  28.0681  561.362
0  1225  0  37.2092  744.184
0  1226  0  6.84771  136.954
-1  1227  -1  6.92789  138.558
-1  1228  -1  2.31458  46.2917
-1  1228  0  12.1  242
0  1228  -1  0.102422  2.04844
-1  1229  -1  10.987  219.74
-1  1229  0  12.1  242
0  1229  -1  8.56466  171.293
0  1229  0  20.8269  416.538
0  1230  0  15.4588  309.177
0  1231  -1  21.187  423.739
0  1231  0  17.543  350.859
0  1232  -1  22.3895  447.791
0  1233  -1  12.8869  257.738
0  1236  -1  12.1446  242.892
0  1237  0  17.9872  359.744
0  1238  0  14.034  280.681
-1  1241  -1  21.1551  423.102
0  1241  -1  19.5572  391.143
0  1241  0  49.4976  989.952
0  1242  -1  27.4146  548.291
0  1242  0  25.3594  507.188
0  1243  0  15.9048  318.097
0  1244  -1  12.158  243.161
0  1244  0  31.6676  633.352
-1  1248  0  10.6434  212.869
0  1249  0  16.8  336
0  1250  0  9.02889  180.578
-1  1252  0  10.7745  215.491
0  1252  0  9.44436  188.887
0  1253  -1  22.4079  448.158
-1  1255  -1  8.76  175.2
-1  1255  0  12.4769  249.537
-1  1257  -1  14.5415  290.831
-1  1257  0  5.02458  100.492
0  1257  0  32.2  644
-1  1259  -1  0.01  0.2
0  1259  -1  24.0561  481.123
0  1259  0  32.2  644
0  1261  -1  26.8239  536.479
-1  1262  -1  8.88724  177.745
-1  1262  0  0.0673254  1.34651
0  1262  -1  1.16227  23.2454
-1  1263  -1  0.323421  6.46841
-1  1263  0  18.2463  364.926
0  1263  -1  17.1938  343.877
0  1263  0  73.6541  1473.08
-1  1265  -1  7.07288  141.458
0  1265  -1  16.8  336
-1  1267  -1  25.7725  515.451
-1  1267  0  114.985  2299.69
0  1267  0  42.0177  840.354
0  1268  -1  27.1529  543.057
0  1268  0  6.87131  137.426
-1  1269  -1  24.8143  496.287
0  1269  -1  36.3612  727.224
0  1269  0  0.538395  10.7679
-1  1271  0  20.4839  409.678
0  1271  -1  0.0971974  1.94395
0  1271  0  18.7287  374.574
0  1272  -1  9.96872  199.374
-1  1273  -1  8.52342  170.468
-1  1273  0  0.394708  7.89416
0  1273  0  61.6675  1233.35
-1  1274  -1  11.7182  234.364
0  1274  -1  18.3794  367.587
-1  1275  -1  14.2239  284.478
-1  1275  0  16.8  336
0  1275  0  7.81407  156.281
0  1276  0  25.5947  511.895
-1  1277  -1  12.1  242
0  1277  -1  14.5313  290.626
-1  1278  0  0.524329  10.4866
0  1278  0  6.86566  137.313
-1  1279  -1  8.19373  163.875
-1  1279  0  109.634  2192.69
0  1279  0  59.1113  1182.23
-1  1280  -1  15.5713  311.427
-1  1281  -1  14.9419  298.839
-1  1281  0  10.4442  208.884
-1  1282  0  8.76  175.2
0  1282  -1  25.6855  513.71
0  1282  0  32.322  646.44
-1  1283  -1  9.01122  180.224
-1  1283  0  26.4236  528.472
0  1283  -1  7.14342  142.868
-1  1287  -1  6.8677  137.354
0  1287  -1  17.8447  356.893
0  1288  -1  9.90484  198.097
-1  1290  0  8.98011  179.602
-1  1292  0  12.7935  255.871
0  1292  0  17.5135  350.269
-1  1294  -1  22.4015  448.031
-1  1294  0  18.2612  365.225
0  1294  -1  10.4535  209.07
0  1300  0  19.4187  388.374
-1  1301  -1  12.9805  259.61
-1  1302  -1  35.2992  705.985
-1  1302  0  16.4316  328.632
0  1302  0  37.0415  740.829
-1  1303  -1  7.00981  140.196
0  1303  0  58.4894  1169.79
0  1304  -1  33.0352  660.704
-1  1305  -1  10.5555  211.109
0  1309  0  20.4128  408.257
0  1311  -1  45.6915  913.829
0  1311  0  12.7924  255.848
0  1313  -1  18.8836  377.672
-1  1315  -1  6.87819  137.564
-1  1315  0  17.225  344.501
0  1315  0  16.836  336.721
-1  1318  -1  16.0073  320.147
-1  1318  0  9.66263  193.253
0  1318  -1  9.26478  185.296
0  1318  0  40.0727  801.454
-1  1320  0  12.6279  252.558
-1  1324  -1  17.8171  356.343
-1  1325  0  39.4397  788.793
0  1325  0  11.9375  238.75
0  1329  0  21.4001  428.003
0  1330  1  16.9268  338.535
-1  1335  0  9.71161  194.232
0  1335  -1  19.2891  385.783
0  1335  0  16.7492  334.984
-1  1339  -1  13.9523  279.046
-1  1339  0  19.3152  386.304
-1  1340  -1  14.9466  298.933
0  1340  -1  33.2997  665.994
-1  1341  -1  56.7998  1136
-1  1344  -1  13.1808  263.616
0  1344  -1  10.9599  219.198
0  1344  0  32.2  644
-1  1345  -1  11.6902  233.804
0  1345  0  34.1744  683.488
-1  1346  -1  22.0256  440.512
0  1347  0  18.401  368.02
-1  1351  -1  17.3442  346.884
-1  1352  -1  14.6944  293.889
0  1354  -1  14.1238  282.477
-1  1355  0  15.905  318.1
0  1355  -1  17.7378  354.756
0  1355  0  106.41  2128.2
0  1356  -1  33.494  669.88
-1  1359  -1  12.5485  250.97
-1  1359  0  12.1  242
0  1359  -1  14.4678  289.355
-1  1360  0  12.2335  244.67
0  1360  -1  32.4302  648.604
-1  1364  -1  11.8047  236.094
0  1364  0  8.76  175.2
0  1365  -1  8.84266  176.853
0  1365  0  7.45725  149.145
-1  1366  -1  38.7884  775.767
-1  1367  0  28.5038  570.077
0  1367  -1  8.9072  178.144
0  1367  0  22.6287  452.574
0  1368  0  12.247  244.941
0  1369  -1  0.22399  4.47979
0  1369  0  8.54693  170.939
-1  1370  0  9.68412  193.682
0  1370  0  9.31948  186.39
-1  1373  -1  15.6948  313.897
-1  1373  0  8.76  175.2
0  1373  0  0.0629237  1.25847
-1  1374  -1  12.9115  258.23
-1  1376  0  19.9913  399.826
-1  1378  0  11.8629  237.258
0  1378  -1  12.5044  250.088
-1  1379  -1  9.0597  181.194
-1  1383  -1  22.7102  454.204
-1  1387  -1  14.966  299.319
0  1387  -1  7.64566  152.913
0  1387  0  16.8  336
0  1391  0  17.324  346.48
-1  1394  -1  24.6629  493.257
-1  1394  0  0.122987  2.45973
0  1394  -1  16.8  336
0  1395  -1  8.76  175.2
-1  1396  -1  12.1919  243.838
0  1396  -1  27.0722  541.445
0  1397  0  19.596  391.919
-1  1398  -1  13.0375  260.75
-1  1398  0  12.6577  253.154
-1  1400  0  12.7056  254.112
-1  1401  -1  0.01  0.2
-1  1402  0  20.9609  419.219
-1  1405  -1  13.0298  260.596
-1  1405  0  16.8  336
-1  1406  -1  8.76884  175.377
-1  1406  0  22.9085  458.169
0  1406  0  9.21038  184.208
-1  1407  0  10.3642  207.285
-1  1409  -1  9.80691  196.138
-1  1409  0  16.3694  327.387
0  1409  -1  35.1327  702.653
-1  1413  -1  8.76  175.2
0  1413  0  7.31693  146.339
-1  1414  0  9.60014  192.003
-1  1415  0  35.4093  708.186
-1  1416  -1  27.2003  544.006
0  1416  -1  12.6457  252.913
0  1416  0  32.3569  647.138
-1  1420  -1  16.8  336
-1  1420  0  8.32245  166.449
0  1420  -1  0.588767  11.7753
0  1421  0  20.0355  400.711
-1  1422  -1  37.96  759.2
0  1422  -1  0.700275  14.0055
0  1422  0  21.5291  430.583
-1  1427  0  12.1  242
0  1427  0  12.6173  252.346
-1  1428  -1  6.99924  139.985
-1  1428  0  8.98715  179.743
0  1428  -1  0.61572  12.3144
0  1428  0  43.1648  863.295
-1  1429  -1  22.7707  455.414
0  1433  -1  35.4229  708.457
-1  1436  -1  47.3395  946.791
0  1436  -1  34.6555  693.11
0  1436  0  16.8  336
0  1438  -1  15.8178  316.356
0  1438  0  10.6854  213.708
0  1441  -1  14.3343  286.687
-1  1442  0  1.08588  21.7176
0  1442  -1  25.7487  514.974
0  1442  0  23.8577  477.153
-1  1450  0  12.1463  242.926
0  1450  0  25.0203  500.406
0  1451  0  16.9383  338.766
0  1452  -1  12.3398  246.797
0  1453  0  21.9687  439.373
-1  1456  -1  7.63675  152.735
-1  1456  0  0.0724269  1.44854
0  1456  -1  84.5873  1691.75
0  1456  0  29.13  582.599
-1  1457  -1  8.06622  161.324
-1  1457  0  1.64791  32.9582
-1  1458  -1  51.18  1023.6
-1  1458  0  8.85018  177.004
0  1458  0  25.7852  515.704
-1  1459  0  26.0209  520.418
0  1459  0  8.76  175.2
-1  1460  -1  54.2198  1084.4
0  1460  0  32.2  644
0  1461  -1  6.81922  136.384
0  1463  -1  12.2668  245.335
0  1464  -1  20.6578  413.155
0  1464  0  16.9364  338.729
-1  1466  -1  13.1483  262.966
-1  1467  -1  42.203  844.061
-1  1467  0  47.5913  951.827
0  1467  -1  20.9078  418.156
0  1467  0  68.9435  1378.87
-1  1468  -1  17.4954  349.908
-1  1468  0  19.5613  391.226
-1  1470  -1  18.8375  376.751
-1  1470  0  45.4968  909.936
0  1470  -1  14.0833  281.666
-1  1471  0  8.25394  165.079
0  1475  -1  22.8883  457.765
0  1475  0  0.147953  2.95905
-1  1477  0  8.76  175.2
0  1477  -1  10.7  213.999
0  1477  0  7.72229  154.446
-1  1479  -1  51.0795  1021.59
-1  1479  0  57.6806  1153.61
0  1479  -1  64.9807  1299.61
0  1479  0  20.86  417.2
0  1481  0  12.2358  244.716
0  1482  -1  10.3339  206.678
-1  1484  -1  23.7689  475.378
-1  1484  0  37.4412  748.824
0  1484  -1  6.84292  136.858
0  1484  0  32.2  644
0  1485  0  24.0076  480.151
-1  1486  0  33.9019  678.039
0  1486  -1  8.83021  176.604
-1  1487  0  23.967  479.34
-1  1488  -1  10.8064  216.129
0  1490  -1  23.0573  461.145
-1  1494  -1  44.1019  882.039
-1  1494  0  2.17267  43.4533
0  1494  0  59.3607  1187.21
0  1497  -1  14.5258  290.516
0  1497  0  21.0444  420.887
-1  1498  -1  20.5995  411.991
0  1498  -1  19.9894  399.788
-1  1499  0  9.10246  182.049
-1  1500  -1  0.559556  11.1911
0  1500  0  0.185213  3.70427
-1  1501  -1  0.602671  12.0534
-1  1501  0  12.7506  255.012
0  1501  -1  10.277  205.54
0  1501  0  7.63232  152.646
-1  1502  -1  0.108341  2.16682
-1  1502  0  0.493498  9.86997
0  1502  -1  0.147443  2.94886
0  1502  0  6.96766  139.353
-1  1503  -1  12.1  242
-1  1503  0  0.174141  3.48282
0  1503  -1  0.957969  19.1594
0  1503  0  17.0603  341.207
-1  1504  -1  11.8443  236.887
0  1504  0  13.3219  266.439
0  1505  -1  16.8  336
-1  1506  0  19.952  399.039
0  1506  -1  10.7097  214.194
-1  1507  0  37.456  749.12
-1  1509  -1  29.8364  596.727
0  1509  -1  27.8189  556.379
0  1510  -1  13.0147  260.293
-1  1514  -1  9.69189  193.838
-1  1514  0  12.6867  253.735
0  1514  -1  6.83692  136.738
0  1514  0  41.501  830.021
-1  1515  -1  8.97602  179.52
-1  1515  0  9.17274  183.455
-1  1516  -1  23.8428  476.855
0  1516  -1  12.1686  243.372
0  1516  0  18.6027  372.053
0  1517  0  10.398  207.961
-1  1518  -1  27.4162  548.325
-1  1519  -1  22.9823  459.646
0  1519  -1  29.6651  593.302
-1  1520  0  37.4885  749.77
-1  1521  -1  8.85158  177.032
-1  1522  -1  12.2676  245.353
-1  1522  0  8.51845  170.369
0  1522  -1  22.6102  452.204
0  1522  0  10.2991  205.982
-1  1528  0  23.3893  467.785
0  1532  -1  15.6326  312.651
-1  1534  -1  12.5298  250.596
-1  1535  -1  11.1177  222.355
